"Order Date","Customer ID","Product ID","Quantity","Customer Name","Email","Country","Coffee Type","Roast Type","Size","Unit Price"
"2021-03-28","84260-39432-ML","E-L-0.5",6,"Minette Whellans","mwhellans5v@mapquest.com","United States","Exc","L",0.5,8.91
"2020-03-31","69779-40609-RS","E-D-0.2",4,"Dael Camilletti","dcamilletti5w@businesswire.com","United States","Exc","D",0.2,3.645
"2022-03-26","80247-70000-HT","R-D-2.5",1,"Emiline Galgey","egalgey5x@wufoo.com","United States","Rob","D",2.5,20.585
"2019-11-06","35058-04550-VC","L-L-1",2,"Murdock Hame","mhame5y@newsvine.com","Ireland","Lib","L",1.0,15.85
"2019-12-30","27226-53717-SY","L-D-0.2",6,"Ilka Gurnee","igurnee5z@usnews.com","United States","Lib","D",0.2,3.885
"2021-10-01","02002-98725-CH","L-M-1",4,"Alfy Snowding","asnowding60@comsenz.com","United States","Lib","M",1.0,14.55
"2020-12-09","38487-01549-MV","E-L-0.5",4,"Godfry Poinsett","gpoinsett61@berkeley.edu","United States","Exc","L",0.5,8.91
"2021-05-01","98573-41811-EQ","A-M-1",5,"Rem Furman","rfurman62@t.co","Ireland","Ara","M",1.0,11.25
"2022-08-04","72463-75685-MV","R-M-0.2",5,"Charis Crosier","ccrosier63@xrea.com","United States","Rob","M",0.2,2.985
"2022-08-04","72463-75685-MV","R-L-0.2",3,"Charis Crosier","ccrosier63@xrea.com","United States","Rob","L",0.2,3.585
"2021-11-13","10225-91535-AI","A-L-1",6,"Lenka Rushmer","lrushmer65@europa.eu","United States","Ara","L",1.0,12.95
"2020-09-16","48090-06534-HI","L-D-0.5",3,"Waneta Edinborough","wedinborough66@github.io","United States","Lib","D",0.5,7.77
"2020-10-05","80444-58185-FX","E-L-1",4,"Bobbe Piggott","","United States","Exc","L",1.0,14.85
"2020-01-06","13561-92774-WP","L-D-2.5",4,"Ketty Bromehead","kbromehead68@un.org","United States","Lib","D",2.5,29.785
"2021-05-21","11550-78378-GE","R-L-0.2",4,"Elsbeth Westerman","ewesterman69@si.edu","Ireland","Rob","L",0.2,3.585
"2020-02-26","90961-35603-RP","A-M-2.5",5,"Anabelle Hutchens","ahutchens6a@amazonaws.com","United States","Ara","M",2.5,25.875
"2020-02-19","57145-03803-ZL","R-D-0.2",6,"Noak Wyvill","nwyvill6b@naver.com","United Kingdom","Rob","D",0.2,2.685
"2021-06-29","89115-11966-VF","R-L-0.2",5,"Beltran Mathon","bmathon6c@barnesandnoble.com","United States","Rob","L",0.2,3.585
"2021-03-27","05754-41702-FG","L-M-0.2",2,"Kristos Streight","kstreight6d@about.com","United States","Lib","M",0.2,4.365
"2021-10-27","84269-49816-ML","A-M-2.5",2,"Portie Cutchie","pcutchie6e@globo.com","United States","Ara","M",2.5,25.875
"2019-06-12","23600-98432-ME","L-M-0.2",2,"Sinclare Edsell","","United States","Lib","M",0.2,4.365
"2020-06-28","79058-02767-CP","L-L-0.2",5,"Conny Gheraldi","cgheraldi6g@opera.com","United Kingdom","Lib","L",0.2,4.755
"2021-03-23","89208-74646-UK","E-M-0.2",5,"Beryle Kenwell","bkenwell6h@over-blog.com","United States","Exc","M",0.2,4.125
"2022-02-10","11408-81032-UR","L-L-2.5",1,"Tomas Sutty","tsutty6i@google.es","United States","Lib","L",2.5,36.455
"2019-04-16","32070-55528-UG","L-L-2.5",5,"Samuele Ales0","","Ireland","Lib","L",2.5,36.455
"2020-02-12","48873-84433-PN","L-D-2.5",3,"Carlie Harce","charce6k@cafepress.com","Ireland","Lib","D",2.5,29.785
"2022-01-02","32928-18158-OW","R-L-0.2",1,"Craggy Bril","","United States","Rob","L",0.2,3.585
"2020-12-07","89711-56688-GG","R-M-2.5",2,"Friederike Drysdale","fdrysdale6m@symantec.com","United States","Rob","M",2.5,22.885
"2020-02-20","48389-71976-JB","E-L-1",4,"Devon Magowan","dmagowan6n@fc2.com","United States","Exc","L",1.0,14.85
"2020-06-11","84033-80762-EQ","A-M-2.5",6,"Codi Littrell","","United States","Ara","M",2.5,25.875
"2020-09-08","12743-00952-KO","R-M-2.5",2,"Christel Speak","","United States","Rob","M",2.5,22.885
"2020-03-28","41505-42181-EF","E-D-1",3,"Sibella Rushbrooke","srushbrooke6q@youku.com","United States","Exc","D",1.0,12.15
"2020-10-10","14307-87663-KB","E-D-0.5",4,"Tammie Drynan","tdrynan6r@deviantart.com","United States","Exc","D",0.5,7.29
"2022-05-21","08360-19442-GB","L-M-2.5",4,"Effie Yurkov","eyurkov6s@hud.gov","United States","Lib","M",2.5,33.465
"2020-04-30","93405-51204-UW","L-L-0.2",5,"Lexie Mallan","lmallan6t@state.gov","United States","Lib","L",0.2,4.755
"2021-12-12","97152-03355-IW","L-D-1",3,"Georgena Bentjens","gbentjens6u@netlog.com","United Kingdom","Lib","D",1.0,12.95
"2020-10-27","79216-73157-TE","R-L-0.2",6,"Delmar Beasant","","Ireland","Rob","L",0.2,3.585
"2020-07-07","20259-47723-AC","A-D-1",1,"Lyn Entwistle","lentwistle6w@omniture.com","United States","Ara","D",1.0,9.95
"2020-02-18","08909-77713-CG","R-M-0.2",1,"Mercedes Acott","macott6y@pagesperso-orange.fr","United States","Rob","M",0.2,2.985
"2021-06-13","84340-73931-VV","E-M-1",5,"Connor Heaviside","cheaviside6z@rediff.com","United States","Exc","M",1.0,13.75
"2022-08-06","04609-95151-XH","A-D-1",3,"Devy Bulbrook","","United States","Ara","D",1.0,9.95
"2021-11-23","99562-88650-YF","L-M-1",4,"Leia Kernan","lkernan71@wsj.com","United States","Lib","M",1.0,14.55
"2021-10-13","46560-73885-PJ","R-L-0.5",4,"Rosaline McLae","rmclae72@dailymotion.com","United Kingdom","Rob","L",0.5,7.17
"2021-08-31","80179-44620-WN","R-L-0.5",3,"Cleve Blowfelde","cblowfelde73@ustream.tv","United States","Rob","L",0.5,7.17
"2020-01-16","04666-71569-RI","L-M-0.5",2,"Zacharias Kiffe","zkiffe74@cyberchimps.com","United States","Lib","M",0.5,8.73
"2020-01-31","04666-71569-RI","L-L-1",1,"Zacharias Kiffe","zkiffe74@cyberchimps.com","United States","Lib","L",1.0,15.85
"2022-04-25","59081-87231-VP","E-D-2.5",1,"Denyse O'Calleran","docalleran75@ucla.edu","United States","Exc","D",2.5,27.945
"2021-11-13","07878-45872-CC","E-D-2.5",5,"Cobby Cromwell","ccromwell76@desdev.cn","United States","Exc","D",2.5,27.945
"2021-06-08","12444-05174-OO","R-M-0.2",2,"Irv Hay","ihay77@lulu.com","United Kingdom","Rob","M",0.2,2.985
"2020-11-21","34665-62561-AU","R-L-2.5",1,"Tani Taffarello","ttaffarello78@sciencedaily.com","United States","Rob","L",2.5,27.485
"2019-03-14","77877-11993-QH","R-L-1",5,"Monique Canty","mcanty79@jigsy.com","United States","Rob","L",1.0,11.95
"2019-08-16","32291-18308-YZ","E-M-1",3,"Javier Kopke","jkopke7a@auda.org.au","United States","Exc","M",1.0,13.75
"2019-04-22","25754-33191-ZI","L-M-2.5",4,"Mar McIver","","United States","Lib","M",2.5,33.465
"2022-05-02","53120-45532-KL","R-L-1",5,"Arabella Fransewich","","Ireland","Rob","L",1.0,11.95
"2020-02-11","36605-83052-WB","A-D-0.5",1,"Violette Hellmore","vhellmore7d@bbc.co.uk","United States","Ara","D",0.5,5.97
"2021-03-28","53683-35977-KI","E-D-1",2,"Myles Seawright","mseawright7e@nbcnews.com","United Kingdom","Exc","D",1.0,12.15
"2021-05-08","07972-83134-NM","E-D-0.2",6,"Silvana Northeast","snortheast7f@mashable.com","United States","Exc","D",0.2,3.645
"2021-05-17","25514-23938-IQ","A-D-0.2",2,"Monica Fearon","mfearon7h@reverbnation.com","United States","Ara","D",0.2,2.985
"2019-07-09","49084-44492-OJ","E-D-0.5",1,"Barney Chisnell","","Ireland","Exc","D",0.5,7.29
"2020-05-20","76624-72205-CK","A-D-0.2",4,"Jasper Sisneros","jsisneros7j@a8.net","United States","Ara","D",0.2,2.985
"2021-08-27","12729-50170-JE","R-L-1",6,"Zachariah Carlson","zcarlson7k@bigcartel.com","Ireland","Rob","L",1.0,11.95
"2022-04-30","43974-44760-QI","A-L-0.2",2,"Warner Maddox","wmaddox7l@timesonline.co.uk","United States","Ara","L",0.2,3.885
"2020-06-03","30585-48726-BK","A-M-2.5",1,"Donnie Hedlestone","dhedlestone7m@craigslist.org","United States","Ara","M",2.5,25.875
"2022-06-13","16123-07017-TY","E-L-2.5",6,"Teddi Crowthe","tcrowthe7n@europa.eu","United States","Exc","L",2.5,34.155
"2020-06-10","27723-45097-MH","R-L-2.5",4,"Dorelia Bury","dbury7o@tinyurl.com","Ireland","Rob","L",2.5,27.485
"2020-12-18","37078-56703-AF","E-L-1",6,"Gussy Broadbear","gbroadbear7p@omniture.com","United States","Exc","L",1.0,14.85
"2019-08-31","79420-11075-MY","A-L-0.2",2,"Emlynne Palfrey","epalfrey7q@devhub.com","United States","Ara","L",0.2,3.885
"2019-02-25","57504-13456-UO","L-M-2.5",1,"Parsifal Metrick","pmetrick7r@rakuten.co.jp","United States","Lib","M",2.5,33.465
"2021-02-07","53751-57560-CN","E-M-0.5",5,"Christopher Grieveson","","United States","Exc","M",0.5,8.25
"2021-01-14","96112-42558-EA","E-L-1",4,"Karlan Karby","kkarby7t@sbwire.com","United States","Exc","L",1.0,14.85
"2019-02-24","03157-23165-UB","A-L-0.5",1,"Flory Crumpe","fcrumpe7u@ftc.gov","United Kingdom","Ara","L",0.5,7.77
"2019-06-23","51466-52850-AG","R-D-0.5",1,"Amity Chatto","achatto7v@sakura.ne.jp","United Kingdom","Rob","D",0.5,5.37
"2020-05-09","57145-31023-FK","E-M-2.5",3,"Nanine McCarthy","","United States","Exc","M",2.5,31.625
"2020-07-18","66408-53777-VE","L-L-2.5",1,"Lyndsey Megany","","United States","Lib","L",2.5,36.455
"2019-10-17","53035-99701-WG","A-M-0.2",4,"Byram Mergue","bmergue7y@umn.edu","United States","Ara","M",0.2,3.375
"2022-05-16","45899-92796-EI","R-L-0.2",4,"Kerr Patise","kpatise7z@jigsy.com","United States","Rob","L",0.2,3.585
"2021-03-24","17649-28133-PY","E-M-0.5",1,"Mathew Goulter","","Ireland","Exc","M",0.5,8.25
"2019-11-03","49612-33852-CN","R-D-0.2",5,"Marris Grcic","","United States","Rob","D",0.2,2.685
"2021-10-28","66976-43829-YG","A-D-1",5,"Domeniga Duke","dduke82@vkontakte.ru","United States","Ara","D",1.0,9.95
"2020-12-16","64852-04619-XZ","E-M-0.5",2,"Violante Skouling","","Ireland","Exc","M",0.5,8.25
"2021-11-29","58690-31815-VY","A-D-0.5",3,"Isidore Hussey","ihussey84@mapy.cz","United States","Ara","D",0.5,5.97
"2021-03-20","62863-81239-DT","A-D-0.5",5,"Cassie Pinkerton","cpinkerton85@upenn.edu","United States","Ara","D",0.5,5.97
"2022-04-08","21177-40725-CF","E-L-1",3,"Micki Fero","","United States","Exc","L",1.0,14.85
"2020-08-14","99421-80253-UI","E-M-1",2,"Cybill Graddell","","United States","Exc","M",1.0,13.75
"2019-05-12","45315-50206-DK","R-M-0.5",6,"Dorian Vizor","dvizor88@furl.net","United States","Rob","M",0.5,5.97
"2021-03-03","09595-95726-OV","R-D-0.5",3,"Eddi Sedgebeer","esedgebeer89@oaic.gov.au","United States","Rob","D",0.5,5.37
"2020-02-11","60221-67036-TD","E-L-0.2",6,"Ken Lestrange","klestrange8a@lulu.com","United States","Exc","L",0.2,4.455
"2019-04-27","62923-29397-KX","E-L-2.5",6,"Lacee Tanti","ltanti8b@techcrunch.com","United States","Exc","L",2.5,34.155
"2022-03-26","33011-52383-BA","A-L-1",3,"Arel De Lasci","ade8c@1und1.de","United States","Ara","L",1.0,12.95
"2020-09-28","86768-91598-FA","L-D-0.2",4,"Trescha Jedrachowicz","tjedrachowicz8d@acquirethisname.com","United States","Lib","D",0.2,3.885
"2019-10-24","37191-12203-MX","A-M-0.5",1,"Perkin Stonner","pstonner8e@moonfruit.com","United States","Ara","M",0.5,6.75
"2021-08-04","16545-76328-JY","E-D-2.5",4,"Darrin Tingly","dtingly8f@goo.ne.jp","United States","Exc","D",2.5,27.945
"2019-11-27","22349-47389-GY","L-M-0.2",5,"Benn Checci","bchecci8h@usa.gov","United Kingdom","Lib","M",0.2,4.365
"2020-02-29","70290-38099-GB","R-M-0.2",5,"Janifer Bagot","jbagot8i@mac.com","United States","Rob","M",0.2,2.985
"2021-01-31","18741-72071-PP","A-M-1",3,"Ermin Beeble","ebeeble8j@soundcloud.com","United States","Ara","M",1.0,11.25
"2022-06-17","62588-82624-II","A-M-1",3,"Cos Fluin","cfluin8k@flickr.com","United Kingdom","Ara","M",1.0,11.25
"2020-02-03","37430-29579-HD","L-M-0.2",6,"Eveleen Bletsor","ebletsor8l@vinaora.com","United States","Lib","M",0.2,4.365
"2022-01-25","84132-22322-QT","E-L-1",1,"Paola Brydell","pbrydell8m@bloglovin.com","Ireland","Exc","L",1.0,14.85
"2020-04-30","74330-29286-RO","E-M-2.5",6,"Claudetta Rushe","crushe8n@about.me","United States","Exc","M",2.5,31.625
"2019-12-29","74330-29286-RO","A-L-0.2",1,"Claudetta Rushe","crushe8n@about.me","United States","Ara","L",0.2,3.885
"2021-05-01","37445-17791-NQ","R-M-0.5",1,"Natka Leethem","nleethem8o@mac.com","United States","Rob","M",0.5,5.97
"2021-10-28","58511-10548-ZU","R-M-1",3,"Ailene Nesfield","anesfield8p@people.com.cn","United Kingdom","Rob","M",1.0,9.95
"2021-08-29","47725-34771-FJ","R-D-1",5,"Stacy Pickworth","","United States","Rob","D",1.0,8.95
"2019-12-27","53086-67334-KT","E-L-2.5",1,"Melli Brockway","mbrockway8r@ibm.com","United States","Exc","L",2.5,34.155
"2019-06-25","83308-82257-UN","E-L-2.5",6,"Nanny Lush","nlush8s@dedecms.com","Ireland","Exc","L",2.5,34.155
"2019-11-13","37274-08534-FM","R-D-0.5",3,"Selma McMillian","smcmillian8t@csmonitor.com","United States","Rob","D",0.5,5.37
"2019-03-02","37274-08534-FM","E-D-0.5",3,"Selma McMillian","smcmillian8t@csmonitor.com","United States","Exc","D",0.5,7.29
"2022-01-02","54004-04664-AA","A-M-2.5",2,"Tess Bennison","tbennison8u@google.cn","United States","Ara","M",2.5,25.875
"2019-07-30","26822-19510-SD","A-L-0.2",5,"Gabie Tweed","gtweed8v@yolasite.com","United States","Ara","L",0.2,3.885
"2019-07-30","26822-19510-SD","E-M-0.2",2,"Gabie Tweed","gtweed8v@yolasite.com","United States","Exc","M",0.2,4.125
"2020-12-05","06432-73165-ML","A-M-0.2",6,"Gaile Goggin","ggoggin8x@wix.com","Ireland","Ara","M",0.2,3.375
"2020-12-17","96503-31833-CW","L-D-0.5",3,"Skylar Jeyness","sjeyness8y@biglobe.ne.jp","Ireland","Lib","D",0.5,7.77
"2021-06-26","63985-64148-MG","E-D-0.2",5,"Donica Bonhome","dbonhome8z@shinystat.com","United States","Exc","D",0.2,3.645
"2019-07-20","19597-91185-CM","E-M-1",1,"Diena Peetermann","","United States","Exc","M",1.0,13.75
"2022-07-14","79814-23626-JR","A-L-2.5",1,"Trina Le Sarr","tle91@epa.gov","United States","Ara","L",2.5,29.785
"2021-02-22","43439-94003-DW","L-D-0.5",3,"Flynn Antony","","United States","Lib","D",0.5,7.77
"2020-06-02","43439-94003-DW","E-D-0.5",5,"Flynn Antony","","United States","Exc","D",0.5,7.29
"2021-10-03","43439-94003-DW","E-D-2.5",2,"Flynn Antony","","United States","Exc","D",2.5,27.945
"2020-08-14","43439-94003-DW","R-D-1",5,"Flynn Antony","","United States","Rob","D",1.0,8.95
"2019-04-24","97655-45555-LI","R-D-1",5,"Baudoin Alldridge","balldridge93@yandex.ru","United States","Rob","D",1.0,8.95
"2019-06-04","64418-01720-VW","L-L-0.5",4,"Homer Dulany","","United States","Lib","L",0.5,9.51
"2022-08-08","96836-09258-RI","R-D-0.5",4,"Lisa Goodger","lgoodger95@guardian.co.uk","United States","Rob","D",0.5,5.37
"2020-06-07","69529-07533-CV","R-M-2.5",1,"Corine Drewett","cdrewett97@wikipedia.org","United States","Rob","M",2.5,22.885
"2019-08-12","94840-49457-UD","A-D-0.5",3,"Quinn Parsons","qparsons98@blogtalkradio.com","United States","Ara","D",0.5,5.97
"2019-09-04","81414-81273-DK","R-M-0.5",4,"Vivyan Ceely","vceely99@auda.org.au","United States","Rob","M",0.5,5.97
"2019-10-04","76930-61689-CH","R-L-1",5,"Elonore Goodings","","United States","Rob","L",1.0,11.95
"2020-02-24","12839-56537-TQ","L-L-0.2",6,"Clement Vasiliev","cvasiliev9b@discuz.net","United States","Lib","L",0.2,4.755
"2021-08-26","62741-01322-HU","A-M-1",4,"Terencio O'Moylan","tomoylan9c@liveinternet.ru","United Kingdom","Ara","M",1.0,11.25
"2020-06-13","44932-34838-RM","E-L-1",4,"Wyatan Fetherston","wfetherston9e@constantcontact.com","United States","Exc","L",1.0,14.85
"2021-03-01","91181-19412-RQ","E-D-0.2",2,"Emmaline Rasmus","erasmus9f@techcrunch.com","United States","Exc","D",0.2,3.645
"2019-03-04","37182-54930-XC","E-D-0.5",1,"Wesley Giorgioni","wgiorgioni9g@wikipedia.org","United States","Exc","D",0.5,7.29
"2019-10-13","08613-17327-XT","L-D-0.5",5,"Lucienne Scargle","lscargle9h@myspace.com","United States","Lib","D",0.5,7.77
"2019-10-13","08613-17327-XT","E-L-0.5",2,"Lucienne Scargle","lscargle9h@myspace.com","United States","Exc","L",0.5,8.91
"2019-08-15","70451-38048-AH","R-D-0.5",6,"Noam Climance","nclimance9j@europa.eu","United States","Rob","D",0.5,5.37
"2021-11-29","35442-75769-PL","R-M-1",2,"Catarina Donn","","Ireland","Rob","M",1.0,9.95
"2020-01-19","83737-56117-JE","R-L-1",5,"Ameline Snazle","asnazle9l@oracle.com","United States","Rob","L",1.0,11.95
"2021-05-28","07095-81281-NJ","A-L-0.5",3,"Rebeka Worg","rworg9m@arstechnica.com","United States","Ara","L",0.5,7.77
"2022-01-15","77043-48851-HG","L-M-1",3,"Lewes Danes","ldanes9n@umn.edu","United States","Lib","M",1.0,14.55
"2019-12-04","78224-60622-KH","E-L-2.5",6,"Shelli Keynd","skeynd9o@narod.ru","United States","Exc","L",2.5,34.155
"2022-07-01","83105-86631-IU","R-L-0.2",4,"Dell Daveridge","ddaveridge9p@arstechnica.com","United States","Rob","L",0.2,3.585
"2019-05-07","99358-65399-TC","A-D-0.5",4,"Joshuah Awdry","jawdry9q@utexas.edu","United States","Ara","D",0.5,5.97
"2020-08-23","94525-76037-JP","A-M-1",2,"Ethel Ryles","eryles9r@fastcompany.com","United States","Ara","M",1.0,11.25
"2020-01-30","82718-93677-XO","A-M-0.5",4,"Maitilde Boxill","","United States","Ara","M",0.5,6.75
"2020-02-15","44708-78241-DF","A-M-2.5",6,"Jodee Caldicott","jcaldicott9u@usda.gov","United States","Ara","M",2.5,25.875
"2021-06-11","23039-93032-FN","A-D-2.5",5,"Marianna Vedmore","mvedmore9v@a8.net","United States","Ara","D",2.5,22.885
"2022-03-11","35256-12529-FT","L-D-1",4,"Willey Romao","wromao9w@chronoengine.com","United States","Lib","D",1.0,12.95
"2021-09-09","86100-33488-WP","A-M-2.5",6,"Enriqueta Ixor","","United States","Ara","M",2.5,25.875
"2019-05-14","64435-53100-WM","A-L-2.5",1,"Tomasina Cotmore","tcotmore9y@amazonaws.com","United States","Ara","L",2.5,29.785
"2019-04-08","44699-43836-UH","R-L-0.2",6,"Yuma Skipsey","yskipsey9z@spotify.com","United Kingdom","Rob","L",0.2,3.585
"2020-08-15","29588-35679-RG","R-M-0.5",1,"Nicko Corps","ncorpsa0@gmpg.org","United States","Rob","M",0.5,5.97
"2020-08-15","29588-35679-RG","R-D-2.5",2,"Nicko Corps","ncorpsa0@gmpg.org","United States","Rob","D",2.5,20.585
"2022-05-05","64815-54078-HH","E-L-1",5,"Feliks Babber","fbabbera2@stanford.edu","United States","Exc","L",1.0,14.85
"2021-03-27","59572-41990-XY","L-M-1",6,"Kaja Loxton","kloxtona3@opensource.org","United States","Lib","M",1.0,14.55
"2019-04-27","32481-61533-ZJ","E-D-1",6,"Parker Tofful","ptoffula4@posterous.com","United States","Exc","D",1.0,12.15
"2021-09-25","31587-92570-HL","L-D-0.5",1,"Casi Gwinnett","cgwinnetta5@behance.net","United States","Lib","D",0.5,7.77
"2020-02-13","93832-04799-ID","E-D-0.5",6,"Saree Ellesworth","","United States","Exc","D",0.5,7.29
"2021-07-16","59367-30821-ZQ","L-M-0.2",2,"Silvio Iorizzi","","United States","Lib","M",0.2,4.365
"2022-05-11","83947-45528-ET","E-M-2.5",2,"Leesa Flaonier","lflaoniera8@wordpress.org","United States","Exc","M",2.5,31.625
"2019-02-04","60799-92593-CX","E-L-0.5",1,"Abba Pummell","","United States","Exc","L",0.5,8.91
"2019-02-05","61600-55136-UM","E-D-1",2,"Corinna Catcheside","ccatchesideaa@macromedia.com","United States","Exc","D",1.0,12.15
"2022-05-24","59771-90302-OF","A-L-0.5",6,"Cortney Gibbonson","cgibbonsonab@accuweather.com","United States","Ara","L",0.5,7.77
"2021-06-20","16880-78077-FB","A-L-1",6,"Terri Farra","tfarraac@behance.net","United States","Ara","L",1.0,12.95
"2020-02-05","16880-78077-FB","A-D-2.5",6,"Terri Farra","tfarraac@behance.net","United States","Ara","D",2.5,22.885
"2020-02-05","16880-78077-FB","L-D-0.5",4,"Terri Farra","tfarraac@behance.net","United States","Lib","D",0.5,7.77
"2020-10-04","16880-78077-FB","R-L-0.5",6,"Terri Farra","tfarraac@behance.net","United States","Rob","L",0.5,7.17
"2022-06-30","74415-50873-FC","A-D-0.5",3,"Corney Curme","","Ireland","Ara","D",0.5,5.97
"2020-10-21","31798-95707-NR","L-L-0.5",4,"Gothart Bamfield","gbamfieldae@yellowpages.com","United States","Lib","L",0.5,9.51
"2020-10-16","59122-08794-WT","A-M-0.2",2,"Waylin Hollingdale","whollingdaleaf@about.me","United States","Ara","M",0.2,3.375
"2020-09-23","37238-52421-JJ","R-M-0.5",1,"Judd De Leek","jdeag@xrea.com","United States","Rob","M",0.5,5.97
"2019-03-08","48854-01899-FN","R-D-0.2",3,"Vanya Skullet","vskulletah@tinyurl.com","Ireland","Rob","D",0.2,2.685
"2021-06-30","80896-38819-DW","A-L-0.5",3,"Jany Rudeforth","jrudeforthai@wunderground.com","Ireland","Ara","L",0.5,7.77
"2019-08-13","29814-01459-RC","R-L-0.5",6,"Ashbey Tomaszewski","atomaszewskiaj@answers.com","United Kingdom","Rob","L",0.5,7.17
"2022-03-26","48497-29281-FE","A-D-0.2",5,"Pren Bess","pbessal@qq.com","United States","Ara","D",0.2,2.985
"2020-01-10","43605-12616-YH","E-D-0.5",3,"Elka Windress","ewindressam@marketwatch.com","United States","Exc","D",0.5,7.29
"2019-05-01","21907-75962-VB","E-L-0.5",6,"Marty Kidstoun","","United States","Exc","L",0.5,8.91
"2020-02-09","69503-12127-YD","A-L-2.5",4,"Nickey Dimbleby","","United States","Ara","L",2.5,29.785
"2021-12-29","68810-07329-EU","L-M-0.5",5,"Virgil Baumadier","vbaumadierap@google.cn","United States","Lib","M",0.5,8.73
"2020-09-09","08478-75251-OG","A-D-0.2",6,"Lenore Messenbird","","United States","Ara","D",0.2,2.985
"2021-09-16","17005-82030-EA","E-L-1",5,"Shirleen Welds","sweldsar@wired.com","United States","Exc","L",1.0,14.85
"2020-10-26","42179-95059-DO","L-D-0.2",3,"Maisie Sarvar","msarvaras@artisteer.com","United States","Lib","D",0.2,3.885
"2019-03-12","55989-39849-WO","L-D-0.5",3,"Andrej Havick","ahavickat@nsw.gov.au","United States","Lib","D",0.5,7.77
"2021-02-18","28932-49296-TM","E-D-0.5",2,"Sloan Diviny","sdivinyau@ask.com","United States","Exc","D",0.5,7.29
"2020-10-29","86144-10144-CB","A-M-0.5",2,"Itch Norquoy","inorquoyav@businessweek.com","United States","Ara","M",0.5,6.75
"2021-09-06","60973-72562-DQ","A-L-0.2",1,"Anson Iddison","aiddisonaw@usa.gov","United States","Ara","L",0.2,3.885
"2021-09-06","60973-72562-DQ","E-L-1",6,"Anson Iddison","aiddisonaw@usa.gov","United States","Exc","L",1.0,14.85
"2020-09-09","11263-86515-VU","R-L-2.5",4,"Randal Longfield","rlongfielday@bluehost.com","United States","Rob","L",2.5,27.485
"2021-09-26","60004-62976-NI","L-D-0.5",6,"Gregorius Kislingbury","gkislingburyaz@samsung.com","United States","Lib","D",0.5,7.77
"2020-11-05","77876-28498-HI","A-L-0.5",5,"Xenos Gibbons","xgibbonsb0@artisteer.com","United States","Ara","L",0.5,7.77
"2019-09-12","61302-06948-EH","L-D-0.5",4,"Fleur Parres","fparresb1@imageshack.us","United States","Lib","D",0.5,7.77
"2019-07-31","06757-96251-UH","A-D-0.2",6,"Gran Sibray","gsibrayb2@wsj.com","United States","Ara","D",0.2,2.985
"2019-03-15","44530-75983-OD","E-D-2.5",6,"Ingelbert Hotchkin","ihotchkinb3@mit.edu","United Kingdom","Exc","D",2.5,27.945
"2021-05-16","44865-58249-RY","L-L-1",4,"Neely Broadberrie","nbroadberrieb4@gnu.org","United States","Lib","L",1.0,15.85
"2019-05-06","36021-61205-DF","L-M-0.2",2,"Rutger Pithcock","rpithcockb5@yellowbook.com","United States","Lib","M",0.2,4.365
"2019-02-06","75716-12782-SS","R-D-1",3,"Gale Croysdale","gcroysdaleb6@nih.gov","United States","Rob","D",1.0,8.95
"2021-04-09","11812-00461-KH","L-L-0.2",2,"Benedetto Gozzett","bgozzettb7@github.com","United States","Lib","L",0.2,4.755
"2020-05-20","46681-78850-ZW","A-D-1",4,"Tania Craggs","tcraggsb8@house.gov","Ireland","Ara","D",1.0,9.95
"2020-12-02","01932-87052-KO","E-M-0.5",3,"Leonie Cullrford","lcullrfordb9@xing.com","United States","Exc","M",0.5,8.25
"2021-08-08","16046-34805-ZF","E-M-1",5,"Auguste Rizon","arizonba@xing.com","United States","Exc","M",1.0,13.75
"2022-02-03","34546-70516-LR","E-M-0.5",6,"Lorin Guerrazzi","","Ireland","Exc","M",0.5,8.25
"2022-04-08","73699-93557-FZ","A-M-2.5",2,"Felice Miell","fmiellbc@spiegel.de","United States","Ara","M",2.5,25.875
"2021-01-07","86686-37462-CK","L-L-1",3,"Hamish Skeech","","Ireland","Lib","L",1.0,15.85
"2021-09-02","14298-02150-KH","A-L-0.2",4,"Giordano Lorenzin","","United States","Ara","L",0.2,3.885
"2021-11-04","48675-07824-HJ","L-M-1",6,"Harwilll Bishell","","United States","Lib","M",1.0,14.55
"2021-08-02","18551-80943-YQ","A-M-1",5,"Freeland Missenden","","United States","Ara","M",1.0,11.25
"2020-01-27","19196-09748-DB","L-L-2.5",1,"Waylan Springall","wspringallbh@jugem.jp","United States","Lib","L",2.5,36.455
"2019-12-03","72233-08665-IP","R-L-0.2",3,"Kiri Avramow","","United States","Rob","L",0.2,3.585
"2019-08-06","53817-13148-RK","R-M-0.2",3,"Gregg Hawkyens","ghawkyensbj@census.gov","United States","Rob","M",0.2,2.985
"2020-03-11","92227-49331-QR","A-L-0.5",3,"Reggis Pracy","","United States","Ara","L",0.5,7.77
"2021-09-18","12997-41076-FQ","A-L-2.5",1,"Paula Denis","","United States","Ara","L",2.5,29.785
"2020-11-07","44220-00348-MB","A-L-2.5",5,"Broderick McGilvra","bmcgilvrabm@so-net.ne.jp","United States","Ara","L",2.5,29.785
"2022-06-27","93047-98331-DD","L-M-0.5",1,"Annabella Danzey","adanzeybn@github.com","United States","Lib","M",0.5,8.73
"2020-02-07","67285-75317-XI","A-D-0.5",5,"Nevins Glowacz","","United States","Ara","D",0.5,5.97
